FLAM
     100.00		 0.5e-12
     500.00		 1.0e-12
     1000.00    1.5951982e-12
     1010.00    1.9630617e-12
     1020.00    2.4240361e-12
     1030.00    2.9990582e-12
     1040.00    3.7144924e-12
     1050.00    4.6012938e-12
     1060.00    5.6950943e-12
     1070.00    7.0359850e-12
     1080.00    8.6679249e-12
     1090.00    1.0637733e-11
     1100.00    1.2993680e-11
     1110.00    1.5783730e-11
     1120.00    1.9053574e-11
     1130.00    2.2844584e-11
     1140.00    2.7191832e-11
     1150.00    3.2122313e-11
     1160.00    3.7653433e-11
     1170.00    4.3791820e-11
     1180.00    5.0532462e-11
     1190.00    5.7858190e-11
     1200.00    6.5739511e-11
     1210.00    7.4134812e-11
     1220.00    8.2990958e-11
     1230.00    9.2244269e-11
     1240.00    1.0182191e-10
     1250.00    1.1164358e-10
     1260.00    1.2162356e-10
     1270.00    1.3167283e-10
     1280.00    1.4170145e-10
     1290.00    1.5162075e-10
     1300.00    1.6134561e-10
     1310.00    1.7079642e-10
     1320.00    1.7990085e-10
     1330.00    1.8859533e-10
     1340.00    1.9682627e-10
     1350.00    2.0455080e-10
     1360.00    2.1173737e-10
     1370.00    2.1836588e-10
     1380.00    2.2442763e-10
     1390.00    2.2992486e-10
     1400.00    2.3487017e-10
     1410.00    2.3928562e-10
     1420.00    2.4320161e-10
     1430.00    2.4665568e-10
     1440.00    2.4969107e-10
     1450.00    2.5235528e-10
     1460.00    2.5469850e-10
     1470.00    2.5677214e-10
     1480.00    2.5862736e-10
     1490.00    2.6031375e-10
     1500.00    2.6187824e-10
     1510.00    2.6336415e-10
     1520.00    2.6481055e-10
     1530.00    2.6625191e-10
     1540.00    2.6771796e-10
     1550.00    2.6923384e-10
     1560.00    2.7082045e-10
     1570.00    2.7249488e-10
     1580.00    2.7427107e-10
     1590.00    2.7616035e-10
     1600.00    2.7817200e-10
     1610.00    2.8031375e-10
     1620.00    2.8259220e-10
     1630.00    2.8501303e-10
     1640.00    2.8758119e-10
     1650.00    2.9030099e-10
     1660.00    2.9317609e-10
     1670.00    2.9620950e-10
     1680.00    2.9940357e-10
     1690.00    3.0276003e-10
     1700.00    3.0627994e-10
     1710.00    3.0996384e-10
     1720.00    3.1381171e-10
     1730.00    3.1782315e-10
     1740.00    3.2199728e-10
     1750.00    3.2633287e-10
     1760.00    3.3082828e-10
     1770.00    3.3548141e-10
     1780.00    3.4028960e-10
     1790.00    3.4524961e-10
     1800.00    3.5035748e-10
     1810.00    3.5560849e-10
     1820.00    3.6099717e-10
     1830.00    3.6651733e-10
     1840.00    3.7216208e-10
     1850.00    3.7792399e-10
     1860.00    3.8379512e-10
     1870.00    3.8976706e-10
     1880.00    3.9583067e-10
     1890.00    4.0197569e-10
     1900.00    4.0818990e-10
     1910.00    4.1445770e-10
     1920.00    4.2075822e-10
     1930.00    4.2706272e-10
     1940.00    4.3333149e-10
     1950.00    4.3951036e-10
     1960.00    4.4552724e-10
     1970.00    4.5128926e-10
     1980.00    4.5668121e-10
     1990.00    4.6156606e-10
     2000.00    4.6578852e-10
     2010.00    4.6918218e-10
     2020.00    4.7158039e-10
     2030.00    4.7283094e-10
     2040.00    4.7281324e-10
     2050.00    4.7145659e-10
     2060.00    4.6875726e-10
     2070.00    4.6479182e-10
     2080.00    4.5972442e-10
     2090.00    4.5380579e-10
     2100.00    4.4736318e-10
     2110.00    4.4078123e-10
     2120.00    4.3447521e-10
     2130.00    4.2885945e-10
     2140.00    4.2431427e-10
     2150.00    4.2115548e-10
     2160.00    4.1960983e-10
     2170.00    4.1979936e-10
     2180.00    4.2173601e-10
     2190.00    4.2532654e-10
     2200.00    4.3038627e-10
     2210.00    4.3665936e-10
     2220.00    4.4384235e-10
     2230.00    4.5160820e-10
     2240.00    4.5962827e-10
     2250.00    4.6759100e-10
     2260.00    4.7521643e-10
     2270.00    4.8226719e-10
     2280.00    4.8855648e-10
     2290.00    4.9395392e-10
     2300.00    4.9838980e-10
     2310.00    5.0185771e-10
     2320.00    5.0441535e-10
     2330.00    5.0618299e-10
     2340.00    5.0733905e-10
     2350.00    5.0811278e-10
     2360.00    5.0877412e-10
     2370.00    5.0962129e-10
     2380.00    5.1096677e-10
     2390.00    5.1312241e-10
     2400.00    5.1638397e-10
     2410.00    5.2101559e-10
     2420.00    5.2723461e-10
     2430.00    5.3519710e-10
     2440.00    5.4498530e-10
     2450.00    5.5659824e-10
     2460.00    5.6994723e-10
     2470.00    5.8485779e-10
     2480.00    6.0107905e-10
     2490.00    6.1830063e-10
     2500.00    6.3617575e-10
     2510.00    6.5434807e-10
     2520.00    6.7247902e-10
     2530.00    6.9027190e-10
     2540.00    7.0748962e-10
     2550.00    7.2396414e-10
     2560.00    7.3959712e-10
     2570.00    7.5435266e-10
     2580.00    7.6824478e-10
     2590.00    7.8132206e-10
     2600.00    7.9365262e-10
     2610.00    8.0531124e-10
     2620.00    8.1636996e-10
     2630.00    8.2689238e-10
     2640.00    8.3693152e-10
     2650.00    8.4663975e-10
     2660.00    8.6179422e-10
     2670.00    9.3453037e-10
     2680.00    1.0913610e-09
     2690.00    1.2015753e-09
     2700.00    1.2809462e-09
     2710.00    1.3730839e-09
     2720.00    1.4837391e-09
     2730.00    1.6046451e-09
     2740.00    1.6873792e-09
     2750.00    1.7184828e-09
     2760.00    1.7375712e-09
     2770.00    1.7835852e-09
     2780.00    1.8468049e-09
     2790.00    1.8826296e-09
     2800.00    1.9182454e-09
     2810.00    2.0366564e-09
     2820.00    2.2201510e-09
     2830.00    2.3991702e-09
     2840.00    2.5273064e-09
     2850.00    2.6245027e-09
     2860.00    2.7930254e-09
     2870.00    3.0605286e-09
     2880.00    3.3581837e-09
     2890.00    3.6119532e-09
     2900.00    3.8223178e-09
     2910.00    3.9846806e-09
     2920.00    4.0793851e-09
     2930.00    4.1439058e-09
